stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
13380,PEAK @ MUNGER - W - NS,,32.802681,-96.783783,,
13381,PEAK @ LAFAYETTE - W - NS,,32.803722,-96.784905,,
13382,BLACKBURN @ US 75 - W - FS,,32.807701,-96.794312,,
13385,BLACKBURN @ TURTLE CREEK - W - MB,,32.811378,-96.79879,,
13386,OAK LAWN @ HOLLAND - S - MB,,32.813899,-96.803391,,
13387,OAK LAWN @ CONGRESS - S - NS,,32.807186,-96.810776,,
13388,MAPLE @ SHELBY - N - NS,,32.805,-96.814858,,
13389,MAPLE @ HONDO - N - FS,,32.810401,-96.821282,,
13390,MAPLE @ LUCAS - S - NS,,32.811599,-96.822815,,
13391,MEDICAL DISTRICT @ MAPLE - S - FS,,32.814754,-96.82943,,
13392,MEDICAL DISTRICT @ BENGAL - S - FS,,32.812389,-96.832032,,
13393,MEDICAL DISTRICT @ HARRY HINES - S - NS,,32.810405,-96.834389,,
13394,MEDICAL DISTRICT @ HARRY HINES - N - FS,,32.810451,-96.834191,,
13395,MEDICAL DISTRICT @ BENGAL - N - NS,,32.812385,-96.83191,,
13396,MEDICAL DISTRICT @ MAPLE - N - NS,,32.814827,-96.829293,,
13397,MAPLE @ KINGS - S - NS,,32.813816,-96.825493,,
13398,MAPLE @ LUCAS - N - NS,,32.811416,-96.822503,,
13399,MAPLE @ OAK LAWN - N - NS,,32.803974,-96.814034,,
13400,OAK LAWN @ ROUTH - N - FS,,32.805481,-96.812668,,
13401,OAK LAWN @ DICKASON - N - NS,,32.808078,-96.809555,,
